vOTU,GENOME_LENGTH,GENOME_COVERAGE,NEAR_COMPLETE,ORDER,FAMILY,GENUS,NOVEL_GENUS,SPECIES,NOVEL_SPECIES,HOST_GENBANK_ACCESSION,HOST_GENUS,HOST_NAME,VC,SUBCLUSTER,REF_PHAGES_IN_VC,VC_IDENTITY,C1RH_J,C1RH_M,C1RH_N,C1RO_J,C1RO_M,C1S_J,C1S_M,C1S_N,C2RH_J,C2RH_M,C2RH_N,C2RO_J,C2RO_M,C2RO_N,C2S_J,C2S_M,C2S_N,C3RH_J,C3RH_M,C3RH_N,C3RO_J,C3RO_M,C3RO_N,C3S_J,C3S_M,C3S_N,C4RH_J,C4RH_M,C4RH_N,C4RO_M,C4RO_N,C4S_J,C4S_M,C4S_N,V1RH_J,V1RH_M,V1RH_N,V1RO_J,V1RO_N,V1S_J,V1S_M,V1S_N,V2RH_J,V2RH_N,V2RO_M,V2RO_N,V2S_J,V2S_M,V2S_N,V3RH_J,V3RH_M,V3RH_N,V3RO_J,V3RO_M,V3RO_N,V3S_J,V3S_M,V3S_N,V4RH_J,V4RH_M,V4RH_N,V4RO_J,V4RO_M,V4RO_N,V4S_J,V4S_M,V4S_N
ssRNA_135686,3045,8.642666,NO,Norzivirales,Atkinsviridae,Genus_926,YES,Species_2773,YES,NA,NA,NA,2050,0,NO,VC,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_36649,3229,4.69653,NO,Timlovirales,Steitzviridae,Genus_46,YES,Species_226,YES,NA,NA,NA,1629,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_38417,3558,6.2505,YES,Norzivirales,Fiersviridae,Genus_734,NO,Species_2145,YES,NA,NA,NA,3080,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_39468,3685,8.876172,YES,Timlovirales,Steitzviridae,Genus_40,NO,Species_356,YES,NA,NA,NA,2792,0,NO,VC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_109113,3774,4.686507,YES,Norzivirales,Fiersviridae,Genus_84,YES,Species_998,YES,NA,NA,NA,1985,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_48008,3945,17.281411,YES,Timlovirales,Steitzviridae,Genus_364,YES,Species_1888,YES,NA,NA,NA,1718,0,NO,VC,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_61658,4188,5.304095,NO,Norzivirales,Atkinsviridae,Genus_601,YES,Species_2100,YES,NA,NA,NA,2389,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_52386,3658,10.322213,YES,Timlovirales,Steitzviridae,Genus_563,YES,Species_1759,YES,NA,NA,NA,2660,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_48009,3944,10.158125,YES,Timlovirales,Steitzviridae,Genus_151,YES,Species_1893,YES,NA,NA,NA,3055,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_84360,3948,7.04425,YES,Norzivirales,Fiersviridae,Genus_481,YES,Species_1441,YES,NA,NA,NA,1969,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_79973,2920,14.747814,NO,Norzivirales,Fiersviridae,Genus_964,YES,Species_2700,YES,NA,NA,NA,2189,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_60678,3288,20.915711,YES,Timlovirales,Steitzviridae,Genus_372,NO,Species_1057,YES,NA,NA,NA,3298,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
ssRNA_130703,3441,5.576923,YES,Norzivirales,Fiersviridae,Genus_904,NO,Species_2593,NO,NA,NA,NA,2421,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
ssRNA_125234,3486,14.864021,YES,Norzivirales,Fiersviridae,Genus_980,YES,Species_2786,YES,NA,NA,NA,2107,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_90428,3759,6.581936,YES,Norzivirales,Atkinsviridae,Genus_438,NO,Species_1894,YES,NA,NA,NA,2150,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_48010,3943,2.816589,YES,Timlovirales,Steitzviridae,Genus_189,NO,Species_1026,YES,NA,NA,NA,2231,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_61659,4183,71.407327,YES,Timlovirales,Steitzviridae,Genus_220,NO,Species_679,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2551,0,NO,OUTLIER,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_120082,4271,35.504751,YES,Norzivirales,Atkinsviridae,Genus_769,YES,Species_2240,YES,NA,NA,NA,2388,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_128902,2561,5.4744,YES,Timlovirales,Steitzviridae,Genus_169,YES,Species_404,YES,NA,NA,NA,1881,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_120759,3223,6.202276,NO,Timlovirales,Steitzviridae,Genus_268,NO,Species_656,YES,NA,NA,NA,2403,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_14559,3507,6.195299,NO,Norzivirales,Fiersviridae,Genus_532,YES,Species_1769,YES,NA,NA,NA,2628,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ssRNA_20379,3607,24.185457,YES,Timlovirales,Steitzviridae,Genus_92,NO,Species_958,YES,NA,NA,NA,2149,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ssRNA_52387,3656,5.709318,YES,Timlovirales,Steitzviridae,Genus_189,NO,Species_1672,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2776,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_90429,3758,14.712199,YES,Timlovirales,Steitzviridae,Genus_61,NO,Species_1031,YES,NA,NA,NA,1801,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0,14,0,0
ssRNA_84361,3941,11.475258,YES,Timlovirales,Steitzviridae,Genus_381,NO,Species_1743,YES,NA,NA,NA,3175,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_48011,3942,9.945633,NO,Timlovirales,Steitzviridae,Genus_70,NO,Species_682,YES,NA,NA,NA,1635,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_85848,4193,11.510407,YES,Timlovirales,Steitzviridae,Genus_24,NO,Species_524,YES,NA,NA,NA,3190,0,NO,OUTLIER,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_81344,3425,5.735888,YES,Norzivirales,Solspiviridae,Genus_559,NO,Species_2062,YES,NA,NA,NA,1550,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_14560,3506,6.76894,YES,Norzivirales,Atkinsviridae,Genus_919,YES,Species_2585,YES,NA,NA,NA,2878,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
ssRNA_37681,3551,6.852722,YES,Norzivirales,Fiersviridae,Genus_800,YES,Species_2637,YES,NA,NA,NA,2817,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ssRNA_20380,3607,21.984216,YES,Timlovirales,Steitzviridae,Genus_92,NO,Species_958,YES,NA,NA,NA,2149,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,67,0,26,0,0,0,0,177,0,0,8,0,0,0,0,0,106,15,9,0,0,0,0,0,0,29,0,0
ssRNA_48012,3940,12.261923,NO,Timlovirales,Steitzviridae,Genus_188,NO,Species_1027,YES,NA,NA,NA,2620,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_82200,3978,38.245596,YES,Timlovirales,Steitzviridae,Genus_55,NO,Species_195,YES,NA,NA,NA,1632,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_47350,4077,14.131474,YES,Timlovirales,Steitzviridae,Genus_0,NO,Species_7,YES,NA,NA,NA,1720,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_85849,4190,8.964883,YES,Norzivirales,Solspiviridae,Genus_347,YES,Species_929,YES,NA,NA,NA,2203,0,NO,VC,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_40234,1313,6.011164,NO,Timlovirales,Steitzviridae,Genus_14,NO,Species_51,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2627,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_20381,3606,25.646744,YES,Norzivirales,Fiersviridae,Genus_830,YES,Species_2636,YES,NA,NA,NA,1901,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ssRNA_109114,3769,7.09493,YES,Timlovirales,Steitzviridae,Genus_70,NO,Species_1393,YES,NA,NA,NA,1986,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24
ssRNA_84362,3940,3.020108,YES,Timlovirales,Steitzviridae,Genus_108,NO,Species_429,YES,NA,NA,NA,3217,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_120083,4270,120.204086,YES,Norzivirales,Fiersviridae,Genus_7,YES,Species_11,YES,NA,NA,NA,1829,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_58485,4325,7.054409,YES,Timlovirales,Steitzviridae,Genus_171,NO,Species_539,YES,GCA_002844105.1,Candidatus,Candidatus Hodgkinia cicadicola,2064,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_37682,3548,5.645541,YES,Norzivirales,Fiersviridae,Genus_852,NO,Species_2649,YES,NA,NA,NA,1620,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_8508,3715,10.325123,NO,Timlovirales,Steitzviridae,Genus_447,NO,Species_1277,YES,NA,NA,NA,1641,0,NO,VC,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_90431,3754,176.797455,YES,Timlovirales,Steitzviridae,Genus_644,YES,Species_1956,YES,NA,NA,NA,2549,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0
ssRNA_109115,3769,4.963592,YES,Norzivirales,Fiersviridae,Genus_712,NO,Species_2124,YES,NA,NA,NA,1987,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,13,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_120084,4270,20.832977,YES,Norzivirales,Solspiviridae,Genus_342,NO,Species_1231,YES,NA,NA,NA,2142,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_101626,2805,2.839286,NO,Timlovirales,Steitzviridae,Genus_459,YES,Species_1374,YES,NA,NA,NA,1681,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_40058,3219,14.007278,NO,Timlovirales,Steitzviridae,Genus_188,NO,Species_1654,YES,NA,NA,NA,3101,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0
ssRNA_52388,3650,5.166899,YES,Timlovirales,Steitzviridae,Genus_22,YES,Species_126,YES,NA,NA,NA,2337,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ssRNA_82201,3975,3.533214,YES,Timlovirales,Steitzviridae,Genus_0,NO,Species_31,YES,NA,NA,NA,1700,0,NO,VC,0,13,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_135291,4048,9.02759,NO,Timlovirales,Steitzviridae,Genus_117,NO,Species_819,YES,NA,NA,NA,1895,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_58688,2380,4.947391,NO,Timlovirales,Steitzviridae,Genus_70,NO,Species_1165,YES,NA,NA,NA,2615,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_49948,2615,4.397416,NO,Timlovirales,Steitzviridae,Genus_189,NO,Species_1463,NO,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,0,0,0,0,0
ssRNA_56029,2864,5.896539,YES,Timlovirales,Steitzviridae,Genus_167,NO,Species_1823,YES,NA,NA,NA,1548,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
ssRNA_4554,3084,7.950413,NO,Norzivirales,Fiersviridae,Genus_830,YES,Species_2700,YES,NA,NA,NA,2188,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_110928,3247,2.770559,YES,Timlovirales,Steitzviridae,Genus_24,NO,Species_822,YES,NA,NA,NA,2048,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
ssRNA_125235,3480,35.378837,YES,Norzivirales,Fiersviridae,Genus_931,YES,Species_2613,YES,NA,NA,NA,1955,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_34708,3499,17.423793,YES,Norzivirales,Fiersviridae,Genus_538,YES,Species_1859,YES,NA,NA,NA,2148,0,NO,OUTLIER,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_20382,3605,11.205584,YES,Timlovirales,Steitzviridae,Genus_266,NO,Species_1405,YES,NA,NA,NA,2926,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_52389,3648,605.766379,NO,Norzivirales,Fiersviridae,Genus_699,YES,Species_2221,YES,NA,NA,NA,2005,0,NO,OUTLIER,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13194,0,0,0,0,0,0,55,0,0,93,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0
ssRNA_8509,3713,4.413472,NO,Timlovirales,Steitzviridae,Genus_61,NO,Species_1484,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_90432,3754,40.003249,YES,Timlovirales,Steitzviridae,Genus_117,NO,Species_1387,YES,NA,NA,NA,1604,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,39,0,0,0,0,0,7,0,12
ssRNA_119583,1567,2.290451,NO,Timlovirales,Steitzviridae,Genus_6,NO,Species_128,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,1767,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
