VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
VC_1247_0,22,2707.987069,0,1,0,0,2.236067977,231,231,1,1.562730605,1,1,1,"LT986678,MG945141,MG945453,MG945455,MG945456,MG945498,MG945509,MG945564,MG945664,MG945680,MG945683,MG945713,MG945716,MG945730,MG945784,MG945790,MG945813,MG945845,MK765557,MK765655,MK765661,MK765667"
VC_1248_0,9,383.2701286,113.0565933,0.772213366,6.04E-12,0,2,36,36,1,1.250662516,1,1,1,"MG641188,MG945130,MG945256,MG945457,MG945557,MG945725,MG945757,MN379637,MN379647"
VC_1249_0,6,68.68687535,130.3758239,0.345051462,0.000378592,0,2,15,15,1,1.528498285,1,1,1,"MG945502,MG945535,MG945616,MG945794,MK496693,MK496774"
VC_124_0,6,2532.988156,5195.981983,0.327726477,4.59E-11,1.414213562,6.32455532,15,15,1,4.831813114,1,2,2,"JQ177061,JQ177064,KJ572844,MN379460,Vibrio~phage~CP-T1,Vibrio~phage~vB_VchM-138"
VC_1250_0,3,21.18921846,0,1,0,5.099019514,6.92820323,3,3,1,6.117259355,1,1,1,"MF074189,MT028492,dsDNA_phage_47"
VC_1251_0,2,15.39525107,0,1,0,0,0,1,1,1,0,1,1,1,"MF101922,MH015251"
VC_1252_0,2,3.621617398,0,1,0,2.449489743,2.449489743,1,1,1,2.449489743,1,1,1,"MF144115,MK064566"
VC_1253_0,3,233.6335415,0,1,0,0,1.732050808,3,3,1,1.154700538,1,1,1,"MF443783,MF443784,Metallosphaera~turreted~icosahedral~virus"
VC_1254_0,3,17.25881863,6.644841565,0.722015728,0.5,3.741657387,5.099019514,3,3,1,4.437604285,1,1,1,"MF497422,dsDNA_phage_132,dsDNA_phage_444"
VC_1255_0,3,439.0435919,0,1,0,0,2.236067977,3,3,1,1.490711985,1,1,1,"MF580955,MF580957,MF580958"
VC_1256_0,3,714.2700825,155.0803394,0.821613546,0.007745576,0,1.732050808,3,3,1,1.154700538,1,1,1,"MF580956,MF580959,MF580960"
VC_1257_0,3,651.5372294,155.0803394,0.807739943,0.007837249,0,2,3,3,1,1.333333333,1,1,1,"MF580961,MF580962,MF629150"
VC_1258_0,2,263.9756053,0,1,0,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MF974396,MF974397"
VC_1259_0,4,293.9336407,0,1,0,0,1.732050808,6,6,1,0.866025404,1,1,1,"MF979562,MK080312,MT074429,MT074440"
VC_125_0,2,236.4726256,272.4353191,0.464666799,0.046897607,0,0,1,1,1,0,1,2,2,"JQ177065,Pectobacterium~phage~ZF40"
VC_1260_0,2,300,57.47059684,0.839229863,0.075007761,0,0,1,1,1,0,1,1,1,"MG065686,MG065691"
VC_1261_0,2,4.157720675,10.86770983,0.276712249,0.131776239,4,4,1,1,1,4,1,1,1,"dsDNA_phage_317,dsDNA_phage_995"
VC_1262_0,2,1.118584159,16.99357355,0.061758747,0.239750061,3.31662479,3.31662479,1,1,1,3.31662479,1,1,1,"dsDNA_phage_419,dsDNA_phage_804"
VC_1263_0,2,31.02449773,29.60931346,0.511669927,0.131776239,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"dsDNA_phage_673,dsDNA_phage_824"
VC_1264_0,13,12996.71513,117.4284217,0.991045666,3.95E-09,0,6.403124237,78,78,1,3.752828719,1,1,1,"MG515223,MG518519,MG518520,MG663582,MG663583,MG663584,MG663585,MG663586,MH155868,MK112550,MN119376,MN284894,MN994275"
VC_1265_0,2,132.3295931,0,1,0,2.449489743,2.449489743,1,1,1,2.449489743,1,1,1,"MG592523,MG592624"
VC_1266_0,2,134.768565,0,1,0,0,0,1,1,1,0,1,1,1,"MG592533,MG592560"
VC_1267_0,6,4182.616325,234.9302405,0.946818842,5.13E-07,0,3.605551275,15,15,1,2.284209213,1,1,1,"MG592536,MG592554,MG592555,MG592556,MG592591,MG592625"
VC_1268_0,2,12.22931206,1.30289145,0.903719195,0.5,7.874007874,7.874007874,1,1,1,7.874007874,1,1,1,"MG592596,MK373772"
VC_1269_0,2,183.7095299,34.73516715,0.840988737,0.144422183,0,0,1,1,1,0,1,1,1,"MH939157,MK071653"
VC_126_0,13,11270.9328,6518.651313,0.633569213,1.20E-42,1,8.717797887,78,78,1,6.215531442,2,2,2,"JX866719,KJ021043,KX237516,Klebsiella~phage~JD001,Klebsiella~phage~vB_KpnM_KpV52,Klebsiella~phage~vB_KpnM_KpV79,MF663761,MG197810,MG432137,MK521906,MK685667,MK798142,MN689778"
VC_1270_0,2,1.942483645,0,1,0,4.69041576,4.69041576,1,1,1,4.69041576,1,1,1,"MG835450,dsDNA_phage_277"
VC_1271_0,72,360785.5217,36605.8464,0.907884646,0,0,8,2556,2556,1,5.663769529,2,2,2,"MG839015,MG839016,MG839017,MG839018,MG839019,MG839020,MG839021,MG839022,MG839023,MG839024,MG839025,MG839026,MG839028,MG839029,MG839030,MG920061,MG925352,MG944219,MG944222,MG962360,MG962367,MH045554,MH045555,MH045558,MH045559,MH045560,MH045562,MH045563,MH045564,MH045565,MH153802,MH153805,MH153806,MH153811,MH479922,MH513981,MH590590,MK620895,MK620902,MK620903,MK620905,MK757447,MK894437,MK919471,MK967388,MK967391,MK967394,MK967400,MK977697,MN062702,MN062703,MN062709,MN062713,MN234163,MN234177,MN234181,MN234204,MN234222,MN369737,MN617840,MN735430,MN735435,MN807246,MN892483,MT024864,MT310851,MT310856,MT310861,MT310866,MT310873,Microbacterium~phage~Hamlet,Microbacterium~phage~Ilzat"
VC_1272_0,23,1184.559033,196.2863285,0.857850608,2.59E-07,0,3.16227766,253,253,1,1.708127733,1,1,1,"MG883709,MG945260,MG945282,MG945390,MG945396,MG945452,MG945485,MG945511,MG945515,MG945634,MG945641,MG945647,MG945743,MH572525,MH572526,MK765561,MK765563,MK765564,MK765568,MK765569,MK765594,MK765638,MN311493"
VC_1274_0,3,30.09979677,0,1,0,0,1,3,3,1,0.666666667,1,2,1,"MG883710,MG945464,Microviridae~IME-16"
VC_1275_0,7,309.2935561,0,1,0,0,1,21,21,1,0.285714286,1,1,1,"MG883720,MG945384,MG945482,MG945692,MG945697,MG945698,MG945734"
VC_1276_0,9,209.1368462,34.94003177,0.856848252,0.0214855,0,2.236067977,36,36,1,1.302946427,1,1,1,"MG883724,MG945155,MG945625,MG945629,MG945632,MG945633,MG945724,MG945822,MG945847"
VC_1277_0,2,3.12087105,3.12087105,0.5,1,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"MG945345,MG945818"
VC_1278_0,13,1064.995596,83.40926413,0.927369461,7.91E-15,0,2.645751311,78,78,1,2.060418386,1,1,1,"MG945128,MG945159,MG945188,MG945229,MG945255,MG945323,MG945332,MG945401,MG945685,MG945745,MG945774,MG945803,MG945829"
VC_1279_0,2,18.17055397,50.04917708,0.266353351,0.038622119,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MG945544,MG945723"
VC_127_0,16,20850.50807,5424.323195,0.793554404,8.04E-66,0,7.071067812,120,120,1,6.131429376,1,1,1,"MG592393,MG592477,MG592478,MG592518,MG592540,MG592552,MG592569,MG592570,MG592608,MG592614,MG592622,MG592627,MG592628,MG592641,MG592647,MG592656"
VC_1280_0,2,18.17055397,33.36008706,0.352616494,0.049143281,1,1,1,1,1,1,1,1,1,"MG945425,MG945789"
VC_1282_0,4,137.7869913,122.5587686,0.529246151,3.79E-05,0,1.414213562,6,6,1,0.902368927,1,1,1,"MG945414,MG945445,MG945578,MG945611"
VC_1284_0,4,43.00170208,92.9798597,0.316231859,0.003131973,0,2.236067977,6,6,1,1.578689326,1,1,1,"MG945460,MG945496,MG945622,MG945830"
VC_1285_0,4,38.88999112,26.93977307,0.590766071,0.052482568,1,2,6,6,1,1.54875479,1,1,1,"MG945241,MG945276,MG945448,MG945643"
VC_1286_0,6,148.779169,72.25466412,0.673105863,3.06E-07,0,1,15,15,1,0.333333333,1,1,1,"MG945140,MG945257,MG945449,MG945458,MG945662,MG945815"
VC_1287_0,3,10.93678445,34.50928617,0.240654127,0.140741807,1,1.414213562,3,3,1,1.138071187,1,1,1,"MG945580,MG945804,MG945909"
VC_1288_0,7,392.8936598,59.07338925,0.869297133,2.31E-08,0,1.732050808,21,21,1,1.052173684,1,1,1,"MG945166,MG945208,MG945329,MG945365,MG945512,MG945540,MG945687"
VC_1289_0,5,143.3022513,39.61104616,0.783443595,7.00E-05,0,1.414213562,10,10,1,0.965685425,1,1,1,"MG945177,MG945349,MG945411,MG945462,MG945495"
VC_128_0,5,738.9251598,110.1158321,0.870305635,8.79E-06,1.732050808,6.708203932,10,10,1,5.403731434,1,2,2,"GU936715,HM480106,MG271909,Synechococcus~phage~S-CBS1,Synechococcus~phage~S-CBS3"
VC_1290_0,2,15.39525107,68.72109002,0.183023309,0.048692808,0,0,1,1,1,0,1,1,1,"MN311487,MN311492"
VC_1292_0,2,3.12087105,0,1,0,0,0,1,1,1,0,1,1,1,"MG945183,MG945314"
VC_1293_0,6,43.23351479,18.02360228,0.705771294,0.079442752,0,2,15,15,1,1.214715465,1,1,1,"MG945261,MG945420,MG945470,MG945518,MK249148,MK496685"
VC_1295_0,5,50.37889724,0,1,0,0,2,10,10,1,1.292820323,1,1,1,"MG945189,MG945275,MG945408,MG945848,MG945852"
VC_1296_0,2,19.86074793,7.213868273,0.733556028,0.239750061,0,0,1,1,1,0,1,1,1,"MK249134,MK249210"
VC_1297_0,7,215.7715528,0,1,0,0,1.414213562,21,21,1,0.808122036,1,1,1,"MG945209,MG945263,MG945279,MG945404,MG945750,MG945776,MG945791"
VC_1298_0,2,2.536565847,35.53547904,0.066625416,0.028550303,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MG945212,MG945582"
VC_1299_0,4,30.88224571,0,1,0,0,1.414213562,6,6,1,0.942809042,1,1,1,"MG945214,MG945230,MK496715,MK496789"
VC_129_0,2,41.3972007,43.05739259,0.490171098,0.095215132,6.244997998,6.244997998,1,1,1,6.244997998,1,1,1,"MK291441,MK291443"
VC_12_0,22,20799.97138,60603.26715,0.255517738,1.49E-138,1,9.16515139,231,218,0.943722944,7.776698462,2,2,2,"AP008954,AY954960,DQ530362,JQ973847,KJ140076,KJ452291,KM389222,KM389280,KM389416,KP209285,KP893289,KT344895,MK290764,MK618716,Staphylococcus~phage~3MRA,Staphylococcus~phage~B166,Staphylococcus~phage~DW2,Staphylococcus~phage~StauST398-3,Staphylococcus~phage~phiJB,Staphylococcus~virus~96,Staphylococcus~virus~phiETA3,Staphylococcus~virus~phiNM4"
VC_1300_0,2,19.86074793,0,1,0,0,0,1,1,1,0,1,1,1,"MG945235,MG945392"
VC_1301_0,3,47.53864919,0,1,0,0,1,3,3,1,0.666666667,1,1,1,"MG945252,MG945584,MN379645"
VC_1302_0,2,19.86074793,6.727803328,0.746966156,0.239750061,0,0,1,1,1,0,1,1,1,"MG945488,MG945572"
VC_1303_0,2,7.829397041,3.363901664,0.699471822,0.5,1,1,1,1,1,1,1,1,1,"MG945258,MG945434"
VC_1304_0,2,4.606921126,0,1,0,0,0,1,1,1,0,1,1,1,"MG945266,MG945615"
VC_1305_0,7,316.6110506,23.66329554,0.930458185,4.71E-05,0,1.414213562,21,21,1,0.908146086,1,1,1,"MG945278,MG945285,MG945492,MG945605,MG945751,MG945812,MG945825"
VC_1306_0,2,3.907958556,7.028825889,0.357322445,0.270145687,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"MG945684,MK496735"
VC_1307_0,2,4.208984835,0,1,0,0,0,1,1,1,0,1,1,1,"MG945280,MG945630"
VC_1308_0,34,8679.280425,2068.953946,0.807507552,2.01E-92,0,3.31662479,561,561,1,2.378476291,1,1,1,"MK765552,MK765553,MK765554,MK765560,MK765562,MK765565,MK765566,MK765586,MK765591,MK765592,MK765593,MK765596,MK765597,MK765606,MK765607,MK765609,MK765611,MK765612,MK765613,MK765614,MK765615,MK765616,MK765618,MK765633,MK765636,MK765637,MK765647,MK765648,MK765651,MK765652,MK765657,MK765658,MK765665,MK765666"
VC_1309_0,4,77.03877812,795.3359128,0.088309277,2.34E-05,0,2.236067977,6,6,1,1.558408522,1,1,1,"MK496706,MK496795,MK765556,MK765660"
VC_130_0,1,0,80.39650051,0,0,0,0,1,1,1,0,1,1,1,MF663786
VC_130_1,1,0,84.78788294,0,0,0,0,1,1,1,0,1,1,1,dsDNA_phage_309
VC_1310_0,11,709.3399197,301.91219,0.701447159,2.44E-24,0,2,55,55,1,1.217606834,1,1,1,"MG945316,MG945344,MG945468,MG945524,MG945556,MG945562,MG945612,MG945640,MG945712,MG945733,MG945806"
VC_1311_0,7,227.5260881,0,1,0,0,1.414213562,21,21,1,0.908146086,1,1,1,"MG945331,MG945343,MG945490,MG945501,MG945665,MG945729,MG945782"
VC_1312_0,2,21.79990738,0,1,0,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MG945335,MG945778"
VC_1313_0,2,12.86891799,11.04053484,0.538235571,0.131776239,0,0,1,1,1,0,1,1,1,"MG945412,MG945828"
VC_1314_0,3,15.10125887,0,1,0,0,1.414213562,3,3,1,0.942809042,1,1,1,"MG945348,MG945702,MK496732"
VC_1315_0,3,44.20942401,3.363901664,0.929290172,0.185546685,1,1.732050808,3,3,1,1.382088123,1,1,1,"MG945350,MG945432,MG945755"
VC_1316_0,3,28.46076924,5.87243507,0.828957559,0.074457337,0,1.414213562,3,3,1,0.942809042,1,1,1,"MG945354,MG945576,MG945637"
VC_1317_0,3,72.77788658,0,1,1,0,0,3,3,1,0,1,1,1,"MG945360,MG945478,MG945614"
VC_1318_0,10,209.7608327,8.41796967,0.961417106,0.467677739,0,2,45,45,1,1.125675474,1,1,1,"MG945362,MG945442,MK496679,MK496680,MK496691,MK496697,MK496698,MK496707,MK496729,MK496776"
VC_1319_0,7,82.61164636,0,1,0,0,1.414213562,21,21,1,0.812907991,1,1,1,"MG945395,MG945421,MG945480,MG945539,MG945696,MK496696,MK496711"
VC_131_0,37,60335.06965,0,1,0,0,7.681145748,666,666,1,5.573898093,3,2,2,"AB775549,AF493143,FR823298,GU583987,JX173487,KJ507099,KP025626,KR091952,KU064779,KX431888,KX449361,KX449362,KX449363,KY798120,KY798121,KY971611,LN889756,LN889995,LN913017,MG250485,MG775258,MH179472,MH179475,MH179478,MH268168,MK033137,MT094431,MT104465,MT104466,Pseudomonad~phage~gh-1,Pseudomonas~phage~PPPL-1,Pseudomonas~phage~PPpW-4,Pseudomonas~phage~Pf-10,Pseudomonas~phage~Phi-S1,Pseudomonas~phage~phi15,Pseudomonas~phage~phiIBB-PF7A,Pseudomonas~phage~phiPSA2"
VC_1320_0,3,8.954388054,34.79699505,0.204665257,0.18303866,1,1.414213562,3,3,1,1.138071187,1,1,1,"MG945606,MG945690,MK496692"
VC_1321_0,2,28.5998487,0,1,0,0,0,1,1,1,0,1,1,1,"MG945417,MG945419"
VC_1322_0,2,10.85057048,0,1,0,0,0,1,1,1,0,1,1,1,"MG945427,MG945574"
VC_1323_0,2,4.208984835,0,1,0,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MG945439,MG945628"
VC_1324_0,3,57.89114201,17.29644218,0.769956139,0.012484125,0,1,3,3,1,0.666666667,1,1,1,"MG945441,MG945487,MG945505"
VC_1325_0,5,90.84547921,18.15065458,0.833474327,0.001187411,1,1.732050808,10,10,1,1.458505748,1,1,1,"MG945494,MG945563,MK765590,MN379638,MN379648"
VC_1326_0,2,2.585780152,0,1,0,2,2,1,1,1,2,1,1,1,"MG945523,MG945677"
VC_1327_0,4,91.79116414,21.27152563,0.811860786,0.002385911,0,1,6,6,1,0.666666667,1,1,1,"MG945529,MG945568,MG945717,MG945739"
VC_1328_0,2,7.461428186,0,1,0,1,1,1,1,1,1,1,1,1,"MG945554,MG945575"
VC_1329_0,2,7.461428186,0,1,0,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MG945567,MG945631"
VC_1331_0,2,7.206161628,0,1,0,2,2,1,1,1,2,1,1,1,"MG945590,MG945720"
VC_1332_0,4,20.76486449,11.48084134,0.643957512,0.068108435,0,1,6,6,1,0.5,1,1,1,"MG945604,MG945779,MG945856,MK765653"
VC_1333_0,7,135.8449815,54.24905978,0.714619883,0.400076698,0,2,21,21,1,1.435339792,1,1,1,"MH572374,MH572375,MH572414,MH572415,MH572485,MH572522,MH572523"
VC_1334_0,3,10.93678445,10.87879436,0.501329098,0.5,0,1,3,3,1,0.666666667,1,1,1,"MG945619,MH572524,MH992173"
VC_1335_0,2,14.61709982,15.63183608,0.48322691,0.13825024,0,0,1,1,1,0,1,1,1,"MK496750,MK496816"
VC_1336_0,7,472.9594901,65.16780272,0.878898908,2.02E-07,0,2.645751311,21,21,1,1.259881577,1,1,1,"MK765555,MK765567,MK765600,MK765610,MK765617,MK765659,MK765664"
VC_1337_0,2,2.36048574,0,1,0,2,2,1,1,1,2,1,1,1,"MG945766,MG945823"
VC_1338_0,2,2.916758502,0,1,0,0,0,1,1,1,0,1,1,1,"MG945769,MG945792"
VC_1339_0,2,14.61709982,0,1,0,0,0,1,1,1,0,1,1,1,"MG945788,MG945795"
VC_133_0,4,1800,89721.13438,0.019667588,6.60E-05,3.16227766,6.480740698,6,6,1,5.154981146,2,2,2,"KF669653,KF669654,Salmonella~phage~Marshall,Salmonella~phage~Maynard"
VC_133_1,2,300,51712.02924,0.005767896,0.153461847,2.236067977,2.236067977,1,1,1,2.236067977,1,1,1,"MH709121,MN871504"
VC_133_10,4,1800,101415.8764,0.017439178,0.004060665,2.645751311,9.110433579,6,5,0.833333333,7.578879633,1,1,1,"KX765865,MN871494,MN871495,MT074478"
VC_133_11,3,900,75162.00217,0.011832452,0.004316727,2,7.681145748,3,3,1,5.787430499,1,1,1,"MH688040,MH940212,MN066127"
VC_133_12,2,300,51806.35268,0.005757455,0.139896716,4.242640687,4.242640687,1,1,1,4.242640687,2,2,2,"KJ174318,Salmonella~phage~vB_SalM_SJ3"
VC_133_13,3,900,77078.60763,0.011541627,0.034468733,3.464101615,5.291502622,3,3,1,4.551527908,2,2,2,"KX438380,MN953776,Salmonella~phage~vB_SalM_PM10"
VC_133_14,1,0,26856.03128,0,0,0,0,1,1,1,0,1,1,1,MH709120
VC_133_15,3,900,78457.69319,0.011341055,0.033996592,5.916079783,8.94427191,3,3,1,7.916182037,1,1,1,"MK972690,MN871500,MT074475"
VC_133_16,1,0,25870.31673,0,0,0,0,1,1,1,0,1,1,1,MT074470
VC_133_17,1,0,27045.09236,0,0,0,0,1,1,1,0,1,1,1,MT074474
VC_133_18,2,300,52759.44506,0.005654036,0.131588458,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"MK972698,MK972699"
VC_133_19,1,0,27797.08868,0,0,0,0,1,1,1,0,1,1,1,MG428992
VC_133_2,1,0,27029.47923,0,0,0,0,1,1,1,0,1,1,1,MH791405
VC_133_20,1,0,28473.87831,0,0,0,0,1,1,1,0,1,1,1,MT074477
VC_133_21,1,0,28470.10407,0,0,0,0,1,1,1,0,1,1,1,MG748547
VC_133_22,10,13500,213989.5874,0.059343375,4.18E-27,1.414213562,9.16515139,45,37,0.822222222,7.54719551,2,2,2,"Escherichia~phage~ECML-4,FQ312032,JX128257,JX181828,KJ174317,MH427377,MH939183,Salmonella~phage~STML-13-1,Salmonella~phage~vB_SalM_SJ2,Salmonella~virus~ViI"
VC_133_23,3,900,60129.75449,0.014746905,0.002462502,0,4.795831523,3,3,1,3.197221016,1,2,2,"KX147096,KY073123,Serratia~phage~vB_Sru_IME250"
VC_133_24,7,6300,129835.1446,0.046277543,1.32E-14,6.164414003,9.055385138,21,20,0.952380952,7.874066383,1,1,1,"AB797215,MG428990,MG428991,MG770379,MK373783,MN045230,MN478483"
VC_133_25,1,0,17695.24598,0,0,0,0,1,1,1,0,1,1,1,Klebsiella~virus~0507KN21
VC_133_26,12,19800,142652.0549,0.121882115,4.75E-39,0,7.071067812,66,66,1,4.495792208,2,2,2,"Dickeya~phage~RC-2014,Dickeya~virus~Limestone,HE600015,KJ716335,KM209228,KM209270,KM209320,KY942056,KY942057,MG266157,MH807812,MH807820"
VC_133_27,7,6300,112035.9938,0.05323824,4.45E-13,2.236067977,9.055385138,21,19,0.904761905,7.04927939,2,2,2,"FJ373894,JX181829,LC373201,MK509462,MT078988,Salmonella~phage~SKML-39,Shigella~phage~Ag3"
VC_133_28,5,3000,65368.30264,0.043879984,2.77E-08,3.31662479,7.615773106,10,10,1,5.651376046,1,2,2,"JX878496,KX452697,MF285619,MH929319,Serratia~phage~phiMAM1"
VC_133_29,2,300,25700.27675,0.011538339,0.04387092,4.582575695,4.582575695,1,1,1,4.582575695,1,1,1,"KP037007,MG973030"
VC_133_3,1,0,27515.65304,0,0,0,0,1,1,1,0,1,1,1,MT074472
VC_133_30,1,0,13957.64032,0,0,0,0,1,1,1,0,1,1,1,Erwinia~phage~phiEa2809
VC_133_31,4,1800,108070.0184,0.016382995,0.001121308,1.732050808,2.449489743,6,6,1,2.09985818,1,1,1,"MN871496,MN871497,MN871498,MN871499"
VC_133_32,2,300,53496.29915,0.005576592,0.095286856,7.549834435,7.549834435,1,1,1,7.549834435,1,1,1,"MT074471,MT074480"
VC_133_33,1,0,27548.23702,0,0,0,0,1,1,1,0,1,1,1,MT074479
VC_133_34,3,900,80102.76771,0.011110731,0.027731407,3.16227766,7.810249676,3,3,1,6.129575274,2,2,2,"KP797973,KX171211,Salmonella~phage~Det7"
VC_133_35,3,900,77701.80258,0.011450119,0.022185443,4.358898944,7.211102551,3,3,1,5.991041911,1,1,1,"MH370368,MH370371,MT074469"
VC_133_36,2,300,51608.75968,0.005779371,0.11979953,6.557438524,6.557438524,1,1,1,6.557438524,2,2,2,"JN126049,Salmonella~phage~Sh19"
VC_133_4,7,6300,170926.2304,0.035547785,3.16E-07,0,8.602325267,21,21,1,6.243553514,2,2,2,"HQ259103,KX245012,KY000003,MH370370,MT074476,Salmonella~phage~GG32,Salmonella~phage~SFP10"
VC_133_5,8,8400,195328.5545,0.041231334,2.98E-09,1.732050808,9.273618495,28,27,0.964285714,7.664460543,1,1,1,"KY630163,KY787213,MN871475,MN871491,MN871492,MN871493,MN871501,MN871502"
VC_133_6,4,1800,102697.9222,0.017225223,0.004356191,3.605551275,8.831760866,6,6,1,6.978084781,2,2,2,"Escherichia~phage~PhaxI,Escherichia~virus~CBA120,JN593240,JN673056"
VC_133_7,1,0,26960.19338,0,0,0,0,1,1,1,0,1,1,1,MG383452
VC_133_8,1,0,26310.56804,0,0,0,0,1,1,1,0,1,1,1,MF001362
VC_133_9,2,300,51873.92749,0.005749998,0.139896612,3.872983346,3.872983346,1,1,1,3.872983346,2,2,2,"KR296692,Salmonella~phage~38"
VC_1340_0,3,40.42871994,11.48084134,0.778829929,0.036099099,0,0,3,3,1,0,1,1,1,"MG945798,MN379643,MN379650"
VC_1341_0,2,18.17055397,0,1,0,0,0,1,1,1,0,1,1,1,"MG945808,MG945849"
VC_1342_0,2,8.607538378,3.664924225,0.701370104,0.5,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"MH992170,MH992193"
VC_1343_0,5,103.2648152,21.44286047,0.828055007,0.000923174,0,1,10,10,1,0.6,1,1,1,"MH572360,MH572361,MH572409,MH572482,MH572483"
VC_1344_0,7,161.2966429,16.02976866,0.909603039,0.015858338,0,2.236067977,21,21,1,1.631494295,1,1,1,"MG945842,MH992159,MH992175,MH992200,MK249218,MK249229,MK249233"
VC_1345_0,3,20.81234456,0,1,0,1.414213562,2.236067977,3,3,1,1.794110782,1,1,1,"MG945857,MG945859,MG945866"
VC_1346_0,32,41807.08194,0,1,0,0,3.872983346,496,496,1,1.201358555,1,1,1,"MH045556,MH045557,MH045561,MH371111,MH371118,MH371124,MH399783,MH576963,MH651181,MH744416,MH779512,MH825700,MK524502,MK620897,MK801730,MK878899,MK894434,MN010755,MN010759,MN234191,MN284892,MN329679,MN369745,MN428062,MN428064,MN585990,MN586008,MN586010,MT310864,MT316458,MT316459,MT316462"
VC_1347_0,17,29334.23537,9482.104284,0.755718742,1.46E-53,0,8.717797887,136,136,1,5.688137356,1,1,1,"MH155873,MH271304,MH271312,MH271321,MH590600,MK524510,MK875798,MK977698,MN062719,MN175603,MN444877,MN585980,MN585986,MN586007,MN586020,MN586042,MN586059"
VC_1348_0,3,781.7615607,1811.948521,0.301406686,0.001740265,0,8.544003745,3,3,1,5.696002497,1,1,1,"MH183162,MN703407,MN703414"
VC_134_0,2,54.09467292,4775.417943,0.011200855,0.067036693,4,4,1,1,1,4,1,1,1,"KC139563,KM389296"
VC_1350_0,2,21.53280025,0,1,0,6.633249581,6.633249581,1,1,1,6.633249581,1,1,1,"MH155870,MK240575"
VC_1351_0,8,6509.318975,0,1,0,0,5.291502622,28,28,1,3.728253489,1,1,1,"MH229862,MH229863,MH229864,MH229865,MH536815,MH825706,MN224564,MN224565"
VC_1352_0,3,494.1771048,0,1,0,0,4,3,3,1,2.666666667,1,1,1,"MH447526,MK064562,MK064563"
VC_1353_0,5,2836.752653,0,1,0,0,6.708203932,10,10,1,3.721974328,1,1,1,"MH479913,MH479925,MK919478,MN586014,MN813698"
VC_1354_0,2,14.61709982,202.4746396,0.067331442,0.042806623,0,0,1,1,1,0,1,1,1,"MH572289,MH572425"
VC_1355_0,7,212.4178024,62.18559555,0.773543969,3.02E-07,0,0,21,21,1,0,1,1,1,"MH572353,MH572355,MH572357,MH572358,MH572407,MH572408,MH572516"
VC_1356_0,6,129.0419084,0,1,0,0,1,15,15,1,0.533333333,1,1,1,"MH572490,MH572491,MH572517,MH572518,MH572519,MH572520"
VC_1357_0,14,11710.48095,2073.267629,0.849586082,1.11E-20,0,7.071067812,91,91,1,4.888473836,1,1,1,"MK308638,MK757449,MK878904,MK894435,MK894438,MN310546,MN369747,MT310869,MT310875,MT310887,MT310888,MT310889,MT310890,MT310891"
VC_1359_0,2,16.1427448,7.586289395,0.680295062,0.144422183,4.358898944,4.358898944,1,1,1,4.358898944,1,1,1,"dsDNA_phage_104,dsDNA_phage_347"
VC_135_0,2,300,12579.39872,0.023293013,0.042782678,0,0,1,1,1,0,1,1,1,"MG592609,MG592621"
VC_135_1,1,0,5932.168299,0,0,0,0,1,1,1,0,1,1,1,MH375644
VC_135_2,1,0,5764.317929,0,0,0,0,1,1,1,0,1,1,1,MN718199
VC_135_3,1,0,8138.596078,0,0,0,0,1,1,1,0,1,1,1,KY914485
VC_135_4,1,0,3212.60517,0,0,0,0,1,1,1,0,1,1,1,MH517022
VC_1360_0,5,438.5546731,0,1,0,1.732050808,4.358898944,10,10,1,3.23137179,1,1,1,"MH834607,MH834622,MK757448,MT024867,MT024870"
VC_1361_0,2,132.20483,17.5745256,0.882663899,0.087622123,6.244997998,6.244997998,1,1,1,6.244997998,1,1,1,"MK411746,MN586027"
VC_1362_0,3,32.09100889,0,1,0,0,1,3,3,1,0.666666667,1,1,1,"MH992154,MK249216,MK249217"
VC_1363_0,3,40.52014167,0,1,0,0,1.732050808,3,3,1,1.154700538,1,1,1,"MH992155,MH992196,MH992205"
VC_1364_0,6,250.7156802,41.49462212,0.857997402,3.14E-06,0,2,15,15,1,1.066666667,1,1,1,"MH992162,MH992172,MH992176,MH992179,MH992187,MH992198"
VC_1365_0,2,14.61709982,0,1,0,0,0,1,1,1,0,1,1,1,"MH992167,MK496682"
VC_1366_0,3,847.0073157,0,1,0,2.449489743,3,3,3,1,2.698413685,1,1,1,"MK069403,MK238400,uncultured~crAssphage"
VC_1367_0,3,141.5477243,2.15386332,0.985011555,0.074457337,4,5.830951895,3,3,1,4.691197527,1,1,1,"dsDNA_phage_850,dsDNA_phage_855,dsDNA_phage_877"
